"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CKJ7YLM3","journalArticle","2011","Iida, Fumiya","<i>Flying Insects and Robots</i> . Dario Floreano, Jean-Christophe Zufferey, Mandyam V. Srinivasan, and Charlie Elington (Eds.). (2009, Springer.) $119, 328 pages.","Artificial Life","","1064-5462, 1530-9185","10.1162/artl_r_00053","https://direct.mit.edu/artl/article/18/1/125-127/2710","","2011-12","2021-08-04 14:42:23","2021-08-04 14:42:23","2021-08-04 14:42:23","125-127","","1","18","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67A5QFJK","journalArticle","2011","Farnsworth, Keith D.","<i>Wetware: A Computer in Every Living Cell</i> . Dennis Bray. (2009, New Haven, London: Yale University Press.) $28 (hardback), 267 pages.","Artificial Life","","1064-5462, 1530-9185","10.1162/artl_r_00052","https://direct.mit.edu/artl/article/18/1/123/2709","","2011-12","2021-08-04 14:42:16","2021-08-04 14:42:16","2021-08-04 14:42:16","123-123","","1","18","","Artificial Life","<i>Wetware","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHK6NJXS","journalArticle","2011","Gong, Tao; Baronchelli, Andrea; Puglisi, Andrea; Loreto, Vittorio","Exploring the Roles of Complex Networks in Linguistic Categorization","Artificial Life","","1064-5462, 1530-9185","10.1162/artl_a_00051","https://direct.mit.edu/artl/article/18/1/107-121/2715","This article adopts the category game model, which simulates the origins and evolution of linguistic categories in a group of artificial agents, to evaluate the effect of social structure on linguistic categorization. Based on the simulation results in a number of typical networks, we examine the isolating and collective effects of some structural features, including average degree, shortcuts, and level of centrality, on the categorization process. This study extends the previous simulations mainly on lexical evolution, and illustrates a general framework to systematically explore the effect of social structure on language evolution.","2011-12","2021-08-04 14:42:09","2021-08-04 14:42:09","2021-08-04 14:42:09","107-121","","1","18","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\EHWK8JRD\Gong et al. - 2011 - Exploring the Roles of Complex Networks in Linguis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXFB2CI8","journalArticle","2011","Klotsman, Marina; Tal, Ayellet","Animation of Flocks Flying in Line Formations","Artificial Life","","1064-5462, 1530-9185","10.1162/artl_a_00050","https://direct.mit.edu/artl/article/18/1/91-105/2713","We provide a biologically motivated technique for modeling and animating bird flocks in flight, which produces plausible and realistic-looking flock animations. While most previous approaches have focused on animating cluster formations, this article introduces a technique for animating flocks that fly in certain patterns, so-called line formations. We distinguish between the behavior of such flocks during initiation and their behavior during steady flight. Our simulation of the initiation stage is rule-based and incorporates an artificial bird model. Our simulation of the steady-flight stage combines a data-driven approach and an energy-savings model.","2011-12","2021-08-04 14:42:03","2021-08-04 14:42:03","2021-08-04 14:42:03","91-105","","1","18","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\IZV2FGSF\Klotsman and Tal - 2011 - Animation of Flocks Flying in Line Formations.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKXA49ET","journalArticle","2004","Wagenaar, Daniel A.; Adami, Christoph","Influence of Chance, History, and Adaptation on Digital Evolution","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604773563603","https://direct.mit.edu/artl/article/10/2/181-190/2453","We evolved multiple clones of populations of digital organisms to study the effects of chance, history, and adaptation in evolution. We show that clones adapted to a specific environment can adapt to new environments quickly and efficiently, although their history remains a significant factor in their fitness. Adaptation is most significant (and the effects of history less so) if the old and new environments are dissimilar. For more similar environments, adaptation is slower while history is more prominent. For both similar and dissimilar transfer environments, populations quickly lose the ability to perform computations (the analogue of beneficial chemical reactions) that are no longer rewarded in the new environment. Populations that developed few computational “genes” in their original environment were unable to acquire them in the new environment.","2004-03","2021-08-04 16:10:34","2021-08-04 16:10:34","2021-08-04 16:10:34","181-190","","2","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\N6QMR8IY\Wagenaar and Adami - 2004 - Influence of Chance, History, and Adaptation on Di.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CB38U7WT","journalArticle","2004","Edlund, Jeffrey A.; Adami, Christoph","Evolution of Robustness in Digital Organisms","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604773563595","https://direct.mit.edu/artl/article/10/2/167-179/2449","We study the evolution of robustness in digital organisms adapting to a high mutation rate. As genomes adjust to the harsh mutational environment, the mean effect of single mutations decreases, up until the point where a sizable fraction (up to 30% in many cases) of the mutations are neutral. We correlate the changes in robustness along the line of descent to changes in directional epistasis, and find that increased robustness is achieved by moving from antagonistic epistasis between mutations towards codes where mutations are, on average, independent. We interpret this recoding as a breakup of linkage between vital sections of the genome, up to the point where instructions are maximally independent of each other. While such a recoding often requires sacrificing some replication speed, it is the best strategy for withstanding high rates of mutation.","2004-03","2021-08-04 16:10:28","2021-08-04 16:10:28","2021-08-04 16:10:28","167-179","","2","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\BHVH768V\Edlund and Adami - 2004 - Evolution of Robustness in Digital Organisms.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTVFICNC","journalArticle","2004","Hagstrom, George I.; Hang, Dehua H.; Ofria, Charles; Torng, Eric","Using Avida to Test the Effects of Natural Selection on Phylogenetic Reconstruction Methods","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604773563586","https://direct.mit.edu/artl/article/10/2/157-166/2451","Phylogenetic trees group organisms by their ancestral relationships. There are a number of distinct algorithms used to reconstruct these trees from molecular sequence data, but different methods sometimes give conflicting results. Since there are few precisely known phylogenies, simulations are typically used to test the quality of reconstruction algorithms. These simulations randomly evolve strings of symbols to produce a tree, and then the algorithms are run with the tree leaves as inputs. Here we use Avida to test two widely used reconstruction methods, which gives us the chance to observe the effect of natural selection on tree reconstruction. We find that if the organisms undergo natural selection between branch points, the methods will be successful even on very large time scales. However, these algorithms often falter when selection is absent.","2004-03","2021-08-04 16:10:21","2021-08-04 16:10:21","2021-08-04 16:10:21","157-166","","2","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\ISX4TIZH\Hagstrom et al. - 2004 - Using Avida to Test the Effects of Natural Selecti.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Q5BLE4P","journalArticle","2004","Johnson, Tyler J.; Wilke, Claus O.","Evolution of Resource Competition between Mutually Dependent Digital Organisms","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604773563577","https://direct.mit.edu/artl/article/10/2/145-156/2443","We study the emergence and dynamics of competing strains of digital organisms in a world with two depletable resources. Consumption of one resource produces the other resource as a by-product, and vice versa. As a consequence, two types of mutually dependent organisms emerge that each prey on the waste product of the other. In the absence of mutations, that is, in a purely ecological setting, the abundances of the two types of organisms display a wide range of different types of oscillations, from regular oscillations with large amplitude to irregular oscillations with amplitudes ranging from small to large. In this regime, time-averaged abundance levels seem to be controlled by the relative fitness of the organisms in the absence of resources. Under mutational pressure, on the other hand, populations evolve that seem to avoid the oscillations of intermediate to large amplitudes. In this case, the relative fitness of the organisms in the presence of resources plays an important role in the time-averaged abundance levels as well.","2004-03","2021-08-04 16:10:14","2021-08-04 16:10:14","2021-08-04 16:10:14","145-156","","2","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\CFMFKMET\Johnson and Wilke - 2004 - Evolution of Resource Competition between Mutually.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A54WPC7K","journalArticle","2004","White, Justin S.; Adami, Christoph","Bifurcation into Functional Niches in Adaptation","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604773563568","https://direct.mit.edu/artl/article/10/2/135-144/2446","One of the central questions in evolutionary biology concerns the dynamics of adaptation and diversification. This issue can be addressed experimentally if replicate populations adapting to identical environments can be investigated in detail. We have studied 501 such replicas using digital organisms adapting to at least two fundamentally different functional niches (survival strategies) present in the same environment: one in which fast replication is the way to live, and another where exploitation of the environment's complexity leads to complex organisms with longer life spans and smaller replication rates. While these two modes of survival are closely analogous to those expected to emerge in so-called r and K selection scenarios respectively, the bifurcation of evolutionary histories according to these functional niches occurs in identical environments, under identical selective pressures. We find that the branching occurs early, and leads to drastic phenotypic differences (in fitness, sequence length, and gestation time) that are permanent and irreversible. This study confirms an earlier experimental effort using microorganisms, in that diversification can be understood at least in part in terms of bifurcations on saddle points leading to peak shifts, as in the picture drawn by Sewall Wright.","2004-03","2021-08-04 16:10:03","2021-08-04 16:10:03","2021-08-04 16:10:03","135-144","","2","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\6Z88IHA8\White and Adami - 2004 - Bifurcation into Functional Niches in Adaptation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSMRL9VN","journalArticle","2004","Li, Ye; Wilke, Claus O.","Digital Evolution in Time-Dependent Fitness Landscapes","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604773563559","https://direct.mit.edu/artl/article/10/2/123-134/2447","We study the response of populations of digital organisms that adapt to a time-varying (periodic) fitness landscape of two oscillating peaks. We corroborate in general predictions from quasi-species theory in dynamic landscapes, such as adaptation to the average fitness landscape at small periods (high frequency) and quasistatic adaptation at large periods (low frequency). We also observe adaptive phase shifts (time lags between a change in the fitness landscape and an adaptive change in the population) that indicate a low-pass filter effect, in agreement with existing theory. Finally, we witness long-term adaptation to fluctuating environments not anticipated in previous theoretical work.","2004-03","2021-08-04 16:09:56","2021-08-04 16:09:56","2021-08-04 16:09:56","123-134","","2","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\DMQ2235R\Li and Wilke - 2004 - Digital Evolution in Time-Dependent Fitness Landsc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3SHQ9T4","journalArticle","2004","Adami, Christoph; Wilke, Claus O.","Experiments in Digital Evolution (Editors' Introduction to the Special Issue)","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604773563540","https://direct.mit.edu/artl/article/10/2/117-122/2457","","2004-03","2021-08-04 16:09:49","2021-08-04 16:09:49","2021-08-04 16:09:49","117-122","","2","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\7H95BIQI\Adami and Wilke - 2004 - Experiments in Digital Evolution (Editors' Introdu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPECUS7W","journalArticle","2004","Marshall, James A. R.","Book Review","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604322875940","https://direct.mit.edu/artl/article/10/1/113-115/2450","","2004-01","2021-08-04 16:09:43","2021-08-04 16:09:43","2021-08-04 16:09:43","113-115","","1","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FQXP6WC","journalArticle","2004","Dorin, Alan","Building Artificial Life for Play","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604322875931","https://direct.mit.edu/artl/article/10/1/99-112/2454","Playthings are often engineered to replicate the character of real organisms. In the past, inventors lavished great expense on their lifelike automata, their constraints being typically related to the mechanical technology they employed and the amount of time and effort they were able to commit to the enterprise. The devices that are currently produced are usually intended for the mass market. The cost of production therefore is a major concern, even though the technology is more sophisticated and highly automated than in the past. Consequently, toymakers and engineers, as well as artists, of the past and present alike have had to think abstractly about living systems in order to construct their simulacra economically. This essay examines a number of lifelike toys to discover the properties of real organisms that their designers have attempted to recreate. That we, as users of these devices, so readily recognize in them a degree of lifelikeness demonstrates the extent to which intuition may sway our intellectual reasoning about real biology. As a result, an innovative toymaker or artist is able to manipulate us to zoomorphize even the most extreme abstractions—at least momentarily—despite our rational reluctance to accept the trickery.","2004-01","2021-08-04 16:09:36","2021-08-04 16:09:36","2021-08-04 16:09:36","99-112","","1","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZQKWVFS","journalArticle","2004","Sayama, Hiroki","Self-Protection and Diversity in Self-Replicating Cellular Automata","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604322875922","https://direct.mit.edu/artl/article/10/1/83-98/2452","The concept of self-protection, a capability of an organism to protect itself from exogenous attacks, is introduced into the design of artificial evolutionary systems as a possible method to create and maintain diversity in the population. Three different mechanisms of self-protection are considered and implemented on a cellular-automaton-based evolutionary system, the evoloop. Simulation results imply a positive effect of those mechanisms on diversity maintenance, especially when the self-protection is moderate so that it conserves both the attacker and the attacked. This letter briefly reports the models and the simulation results obtained using those models.","2004-01","2021-08-04 16:09:30","2021-08-04 16:09:30","2021-08-04 16:09:30","83-98","","1","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXPA6DX7","journalArticle","2004","Gutnisky, D. A.; Zanutto, B. S.","Learning Obstacle Avoidance with an Operant Behavior Model","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604322875913","https://direct.mit.edu/artl/article/10/1/65-81/2448","Artificial intelligence researchers have been attracted by the idea of having robots learn how to accomplish a task, rather than being told explicitly. Reinforcement learning has been proposed as an appealing framework to be used in controlling mobile agents. Robot learning research, as well as research in biological systems, face many similar problems in order to display high flexibility in performing a variety of tasks. In this work, the controlling of a vehicle in an avoidance task by a previously developed operant learning model (a form of animal learning) is studied. An environment in which a mobile robot with proximity sensors has to minimize the punishment for colliding against obstacles is simulated. The results were compared with the Q-Learning algorithm, and the proposed model had better performance. In this way a new artificial intelligence agent inspired by neurobiology, psychology, and ethology research is proposed.","2004-01","2021-08-04 16:09:24","2021-08-04 16:09:24","2021-08-04 16:09:24","65-81","","1","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\T2P2Q7J4\Gutnisky and Zanutto - 2004 - Learning Obstacle Avoidance with an Operant Behavi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJ4FI7DX","journalArticle","2004","Downing, Keith L.","Development and the Baldwin Effect","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604322875904","https://direct.mit.edu/artl/article/10/1/39-63/2444","Baldwin's classic hypothesis states that behavioral plasticity can speed evolution by (a) smoothing the fitness landscape and (b) indirect genetic assimilation of acquired characteristics. This latter phase demands a strong correlation between genotype and phenotype space. But the natural world shows signs of this correlation at only a very coarse level, since the intervening developmental process greatly complicates the mapping from genetics to physiology and ethology. Hence, development appears to preclude a strong Baldwin effect. However, by adding a simple developmental mechanism to Hinton and Nowlan's classic model of the Baldwin effect, and by allowing evolution to determine the proper balance between direct and indirect mapping of genome to phenotype, this research reveals several different effects of development on the Baldwin effect, some promoting and others inhibiting. Perhaps the most interesting result is an evolved cooperation between direct blueprints and indirect developmental recipes in searching for unstructured and partially structured target patterns in large, needle-in-the-haystack fitness landscapes.","2004-01","2021-08-04 16:09:17","2021-08-04 16:09:17","2021-08-04 16:09:17","39-63","","1","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\4HJ6FEW5\Downing - 2004 - Development and the Baldwin Effect.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLX6CM5T","journalArticle","2004","Altmeyer, Stephan; Füchslin, Rudolf M.; McCaskill, John S.","Folding Stabilizes the Evolution of Catalysts","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604322875896","https://direct.mit.edu/artl/article/10/1/23-38/2456","Sequence folding is known to determine the spatial structure and catalytic function of proteins and nucleic acids. We show here that folding also plays a key role in enhancing the evolutionary stability of the intermolecular recognition necessary for the prevalent mode of catalytic action in replication, namely, in trans, one molecule catalyzing the replication of another copy, rather than itself. This points to a novel aspect of why molecular life is structured as it is, in the context of life as it could be: folding allows limited, structurally localized recognition to be strongly sensitive to global sequence changes, facilitating the evolution of cooperative interactions. RNA secondary structure folding, for example is shown to be able to stabilize the evolution of prolonged functional sequences, using only a part of this length extension for intermolecular recognition, beyond the limits of the (cooperative) error threshold. Such folding could facilitate the evolution of polymerases in spatially heterogeneous systems. This facilitation is, in fact, vital because physical limitations prevent complete sequence-dependent discrimination for any significant-size biopolymer substrate. The influence of partial sequence recognition between biopolymer catalysts and complex substrates is investigated within a stochastic, spatially resolved evolutionary model of trans catalysis. We use an analytically tractable nonlinear master equation formulation called PRESS (McCaskill et al., Biol. Chem. 382: 1343–1363), which makes use of an extrapolation of the spatial dynamics down from infinite dimensional space, and compare the results with Monte Carlo simulations.","2004-01","2021-08-04 16:09:08","2021-08-04 16:09:08","2021-08-04 16:09:08","23-38","","1","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\PRP8B2V3\Altmeyer et al. - 2004 - Folding Stabilizes the Evolution of Catalysts.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SZIBMNC","journalArticle","2004","Lehman, Niles","Assessing the Likelihood of Recurrence during RNA Evolution in Vitro","Artificial Life","","1064-5462, 1530-9185","10.1162/106454604322875887","https://direct.mit.edu/artl/article/10/1/1-22/2445","Recurrence is the possibility of resulting in the same endpoint multiple times when a living system is allowed to evolve repeatedly starting from a given initial point. This concept is of concern to both evolutionary theoreticians and molecular biologists who use nucleic acid selection techniques to mimic biotic and computorial processes in the test tube. Using the continuous in vitro evolution methodology, many replicate experimental evolutionary lineages with populations of catalytic RNA were performed to gain insight into the parameters that could affect recurrence. The likelihood that the same genotype will result in parallel trials of an evolution experiment in vitro depends on several factors, including the phenotype under selection, the size and composition of the initial diverse pool of nucleic acids used in the experiment, the degree of mutation possible during the experiment, the shape of the fitness landscape through which the population evolves, and the strategies used to invoke selection and to search the landscape, among others. By considering these factors, it can be predicted that recurrence is more likely when a small, wild-type-based starting pool is used with efficient selection and search strategies involving little online mutagenesis within a rugged adaptive landscape with a strong local optimum. The recurrence experiments performed here on the 150-nucleotide ligase ribozyme demonstrate that it repeatedly jumps from one peak in a fitness landscape to another, apparently hurdling a deep fitness valley. These predictions can and should be tested by additional multiple replicates of actual evolution experiments in the laboratory.","2004-01","2021-08-04 16:09:01","2021-08-04 16:09:01","2021-08-04 16:09:01","1-22","","1","10","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VB57X28S","journalArticle","2005","","Reviewers of Volume 11","Artificial Life","","1064-5462, 1530-9185","10.1162/106454605774270651","https://direct.mit.edu/artl/article/11/4/513-514/2505","","2005-09","2021-08-04 16:08:00","2021-08-04 16:08:00","2021-08-04 16:08:00","513-514","","4","11","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39LUHINA","journalArticle","2005","Jacobi, Martin N.","Hierarchical Organization in Smooth Dynamical Systems","Artificial Life","","1064-5462, 1530-9185","10.1162/106454605774270598","https://direct.mit.edu/artl/article/11/4/493-512/2498","This article is concerned with defining and characterizing hierarchical structures in smooth dynamical systems. We define transitions between levels in a dynamical hierarchy by smooth projective maps from a phase space on a lower level, with high dimensionality, to a phase space on a higher level, with lower dimensionality. It is required that each level describe a self-contained deterministic dynamical system. We show that a necessary and sufficient condition for a projective map to be a transition between levels in the hierarchy is that the kernel of the differential of the map is tangent to an invariant manifold with respect to the flow. The implications of this condition are discussed in detail. We demonstrate two different causal dependences between degrees of freedom, and how these relations are revealed when the dynamical system is transformed into global Jordan form. Finally these results are used to define functional components on different levels, interaction networks, and dynamical hierarchies.","2005-09","2021-08-04 16:07:56","2021-08-04 16:07:56","2021-08-04 16:07:56","493-512","","4","11","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES7NB2SG","journalArticle","2005","Rowe, Jonathan E.; Vose, Michael D.; Wright, Alden H.","State Aggregation and Population Dynamics in Linear Systems","Artificial Life","","1064-5462, 1530-9185","10.1162/106454605774270624","https://direct.mit.edu/artl/article/11/4/473-492/2503","We consider complex systems that are composed of many interacting elements, evolving under some dynamics. We are interested in characterizing the ways in which these elements may be grouped into higher-level, macroscopic states in a way that is compatible with those dynamics. Such groupings may then be thought of as naturally emergent properties of the system. We formalize this idea and, in the case that the dynamics are linear, prove necessary and sufficient conditions for this to happen. In cases where there is an underlying symmetry among the components of the system, group theory may be used to provide a strong sufficient condition. These observations are illustrated with some artificial life examples.","2005-09","2021-08-04 16:07:50","2021-08-04 16:07:50","2021-08-04 16:07:50","473-492","","4","11","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\7HWU3A3X\Rowe et al. - 2005 - State Aggregation and Population Dynamics in Linea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VSBRVKY","journalArticle","2005","Watson, Richard A.; Pollack, Jordan B.","Modular Interdependency in Complex Dynamical Systems","Artificial Life","","1064-5462, 1530-9185","10.1162/106454605774270589","https://direct.mit.edu/artl/article/11/4/445-457/2504","Herbert A. Simon's characterization of modularity in dynamical systems describes subsystems as having dynamics that are approximately independent of those of other subsystems (in the short term). This fits with the general intuition that modules must, by definition, be approximately independent. In the evolution of complex systems, such modularity may enable subsystems to be modified and adapted independently of other subsystems, whereas in a nonmodular system, modifications to one part of the system may result in deleterious side effects elsewhere in the system. But this notion of modularity and its effect on evolvability is not well quantified and is rather simplistic. In particular, modularity need not imply that intermodule dependences are weak or unimportant. In dynamical systems this is acknowledged by Simon's suggestion that, in the long term, the dynamical behaviors of subsystems do interact with one another, albeit in an “aggregate” manner—but this kind of intermodule interaction is omitted in models of modularity for evolvability. In this brief discussion we seek to unify notions of modularity in dynamical systems with notions of how modularity affects evolvability. This leads to a quantifiable measure of modularity and a different understanding of its effect on evolvability.","2005-09","2021-08-04 16:07:44","2021-08-04 16:07:44","2021-08-04 16:07:44","445-457","","4","11","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\VHNGX5G2\Watson and Pollack - 2005 - Modular Interdependency in Complex Dynamical Syste.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Y8LDDF6","journalArticle","2005","Altenberg, Lee","Evolvability Suppression to Stabilize Far-Sighted Adaptations","Artificial Life","","1064-5462, 1530-9185","10.1162/106454605774270633","https://direct.mit.edu/artl/article/11/4/427-443/2501","The opportunistic character of adaptation through natural selection can lead to evolutionary pathologies —situations in which traits evolve that promote the extinction of the population. Such pathologies include imprudent predation and other forms of habitat overexploitation, or the tragedy of the commons, adaptation to temporally unreliable resources, cheating and other antisocial behavior, infectious pathogen carrier states, parthenogenesis, and cancer, an intraorganismal evolutionary pathology. It is known that hierarchical population dynamics can protect a population from invasion by pathological genes. Can it also alter the genotype so as to prevent the generation of such genes in the first place, that is, suppress the evolvability of evolutionary pathologies? A model is constructed in which one locus controls the expression of the pathological trait, and a series of modifier loci exist that can prevent the expression of this trait. It is found that multiple evolvability checkpoint genes can evolve to prevent the generation of variants that cause evolutionary pathologies. The consequences of this finding are discussed.","2005-09","2021-08-04 16:07:36","2021-08-04 16:07:36","2021-08-04 16:07:36","427-443","","4","11","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\Z6249FFI\Altenberg - 2005 - Evolvability Suppression to Stabilize Far-Sighted .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJBLASU9","journalArticle","2005","Prokopenko, Mikhail; Wang, Peter; Valencia, Philip; Price, Don; Foreman, Mark; Farmer, Anthony","Self-Organizing Hierarchies in Sensor and Communication Networks","Artificial Life","","1064-5462, 1530-9185","10.1162/106454605774270642","https://direct.mit.edu/artl/article/11/4/407-426/2500","We consider a hierarchical multicellular sensing and communication network, embedded in an ageless aerospace vehicle that is expected to detect and react to multiple impacts and damage over a wide range of impact energies. In particular, we investigate self-organization of impact boundaries enclosing critically damaged areas, and impact networks connecting remote cells that have detected noncritical impacts. Each level of the hierarchy is shown to have distinct higher-order emergent properties, desirable in self-monitoring and self-repairing vehicles. In addition, cells and communication messages are shown to need memory (hysteresis) in order to retain desirable emergent behavior within and between various hierarchical levels. Spatiotemporal robustness of self-organizing hierarchies is quantitatively measured with graph-theoretic and information-theoretic techniques, such as the Shannon entropy. This allows us to clearly identify phase transitions separating chaotic dynamics from ordered and robust patterns.","2005-09","2021-08-04 16:07:31","2021-08-04 16:07:31","2021-08-04 16:07:31","407-426","","4","11","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2M82WR2M","journalArticle","2005","Lenaerts, Tom; Chu, Dominique; Watson, Richard","Dynamical Hierarchies (Guest Editors' Introduction)","Artificial Life","","1064-5462, 1530-9185","10.1162/106454605774270606","https://direct.mit.edu/artl/article/11/4/403-405/2499","","2005-09","2021-08-04 16:07:23","2021-08-04 16:07:23","2021-08-04 16:07:23","403-405","","4","11","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
